Nome,Salario,Nascimento,Cargo,Ano
THIAGO MATHEUS DA SILVA,7689.0,1955-02-21,Gerente,1955.0
VICTOR PICANÇO SANTOS FERREIRA SILVA,3076.5,1961-06-19,Gerente,1961.0
MATEUS SILVA RAMOS,1843.4,1979-10-25,Coordenaddr,1979.0
BLENDOW AUGUSTO NERY SILVA,6234.400000000001,1958-09-28,Estagiário,1958.0
VICTOR CARDOSO DINIZ,4196.8,1974-06-14,Estagiário,1974.0
Breno RIBEIRO AMORIM,9340.5,1962-05-02,Coordenador,1962.0
THIAGO CUNHA DE OLIVEIRA,9048.0,1954-12-12,Coordenador,1954.0
JOÃO BRENO PRADO SILVA,3031.964918587268,1972-10-25,Coordenador,1972.0
MATHEUS PAULO ALVES ALVIM,5515.900000000001,1990-10-16,Coordenador,1990.0
LEVI MALAQUIAS DE SOUZA OLIVEIRA,11936.0,1994-06-02,Diretor,1994.0
KALLEBE HENRIQUE CAÇADOR,4338.400000000001,1967-07-28,Desenvolvedor,1967.0
VICTOR BRENO PRADO SILVA,7594.400000000001,1962-03-20,Desenvolvedor,1962.0
SAMUEL SILVA RAMOS,4219.95,1989-02-28,Auxiliar,1989.0
SAMUEL MATHEUS DA SILVA,5356.05,1951-07-21,Auxiliar,1951.0
JOÃO SEGURASSE GONÇALVES,8179.6,1986-08-17,Coordenador,1986.0
THIAGO MURATORI DUTRA,8785.7,1980-10-27,Desenvolvedor,1980.0
LEVI GONÇALVES DONADONI,17266.0,1975-12-02,Diretor,1975.0
GABRIEL PICANÇO SANTOS FERREIRA SILVA,4686.0,1997-09-23,Gerente,1997.0
MICAEL PAULO ALVES ALVIM,10959.0,1999-05-09,Coordenador,1999.0
CARLOS SILVINO DA SILVA,2436.0,1969-05-25,Auxiliar,1969.0
JOÃO MATHEUS DA SILVA,14859.0,1952-07-06,Gerente,1952.0
YURI FELIPE DE SOUZA,8865.0,1973-04-09,Gerente,1973.0
SAMUEL DA SILVA BIANQUINI,5301.0,1964-10-02,Gerente,1964.0
GABRIEL VITOR FAÇANHA NEVES,2056.9500000000003,2000-11-24,Auxiliar,2000.0
LUCAS RIBAS DE MOURA,2252.9964396119512,1978-04-22,Gerente,1978.0
FELIPE SILVA RAMOS,8953.5,,Gerente,
ARTHUR JOSÉ SILVA MATIAS,12218.7,1984-10-09,Coordenador,1984.0
MATEUS RIBEIRO AMORIM,8388.9,1952-08-15,Coordenador,1952.0
THIAGO SILVA RAMOS,2169.6,1966-11-19,Estagiário,1966.0
GUILHERME HENRIQUE COSTA BARNABE MARAZO,2368.6,1981-10-22,Coordenador,1981.0
GABRIEL MATOS LIMA DA CUNHA,-2108.0,1950-03-26,Diretor,1950.0
GABRIEL MATOS LIMA DA CUNHA,10225.800000000001,1989-05-23,Coordenador,1989.0
MATHEUS VIEIRA DEMARQUE,625.9528266351216,1967-08-13,Desenvolvedor,1967.0
MICAEL VIEIRA DEMARQUE,5097.75,1994-05-06,Auxiliar,1994.0
THIAGO ANTÔNIO DE DECCO OLIVEIRA,15330.0,1955-02-11,Diretor,1955.0
VICTOR VITOR FAÇANHA NEVES,3625.6000000000004,1957-08-24,Estagiário,1957.0
MATHEUS CARDOSO DINIZ,5184.400000000001,1968-11-28,Coord,1968.0
PEDRO CUNHA DE OLIVEIRA,5334.0,1953-01-07,Auxiliar,1953.0
CARLOS ANTÔNIO DE DECCO OLIVEIRA,5216.200000000001,1969-04-16,Desenvolvedor,1969.0
Breno RIBEIRO AMORIM,5224.8,1954-02-28,Estagiário,1954.0
JOÃO ASSIS NOGUEIRA SILVA,1489.2,1966-10-11,Analista,1966.0
MATEUS STANZANI DE JESUS,-7140.8,1993-04-08,Estagiário,1993.0
HENRIQUE CARLOS DE SOUZA,4726.8,1970-07-12,Coordenador,1970.0
SAMUEL LACERDA PORTUGAL DA SILVA,9315.800000000001,1971-04-05,Coordenador,1971.0
PEDRO AUGUSTO NERY SILVA,4054.5,1960-01-08,Gerente,1960.0
VICTOR SOUZA RONCETE,4726.0,1974-08-09,Diretor,1974.0
CARLOS MALAQUIAS DE SOUZA OLIVEIRA,7038.0,1963-12-24,Diretor,1963.0
HENRIQUE PICANÇO SANTOS FERREIRA SILVA,5097.599999999999,1970-04-07,Analista,1970.0
PEDRO HENRIQUE COSTA BARNABE MARAZO,3976.0,1959-07-01,Diretor,1959.0
GABRIEL CUNHA DE OLIVEIRA,5859.200000000001,2000-11-21,Estagiário,2000.0
THIAGO HENRIQUE CAÇADOR,7974.0,1983-07-05,Analista,1983.0
KALLEBE JOSÉ SILVA MATIAS,7634.4,1978-02-23,Analista,1978.0
THIAGO DA CUNHA TEIXEIRA,40291.46134238648,1950-10-11,Estagiário,1950.0
LEVI SANTOS DA SILVA,5348.4,1974-04-07,Analista,1974.0
GABRIEL AUGUSTO DE SOUSA FERRARI,7833.0,1992-04-09,Auxiliar,1992.0
MATHEUS WILSTONY DE SOUZA MENDES,12964.9,1982-01-06,Coordenador,1982.0
MATEUS STANZANI DE JESUS,-1247.2,1997-10-24,Estagiário,1997.0
GABRIEL WILSTONY DE SOUZA MENDES,2655.6,1986-02-13,Analista,1986.0
PEDRO QUEIROZ DE AGUIAR,5989.6,1993-07-11,Estagiário,1993.0
SAMUEL MATHEUS DA SILVA,10183.95,1953-11-28,Auxiliar,1953.0
JOÃO HENRIQUE COSTA BARNABE MARAZO,2755.2,1962-11-01,Analista,1962.0
VICTOR PICANÇO SANTOS FERREIRA SILVA,3184.0,1952-03-05,Estagiário,1952.0
MATEUS MURATORI DUTRA,2365.5,1963-08-22,Gerente,1963.0
HENRIQUE Araujo Kuhn,1282.8,1987-10-27,Analista,1987.0
GABRIEL SOUZA RONCETE,11876.800000000001,1985-05-08,Coordenador,1985.0
MATHEUS ASSIS NOGUEIRA SILVA,1570.4,1978-11-07,Coordenador,1978.0
MATHEUS WILSTONY DE SOUZA MENDES,12422.800000000001,1977-02-18,Coordenador,1977.0
MATHEUS HENRIQUE CAÇADOR,8808.0,1992-10-19,Diretor,1992.0
LETICIA MURATORI DUTRA,8120.200000000001,1994-04-19,Desenvolvedor,1994.0
MICAEL PICANÇO SANTOS FERREIRA SILVA,8922.0,1998-05-26,Gerente,1998.0
CARLOS GONÇALVES DONADONI,2496.0,1983-04-02,Gerente,1983.0
PAULO CARDOSO DINIZ,14437.5,1994-03-18,Gerente,1994.0
MICAEL AUGUSTO NERY SILVA,4774.0,1988-02-02,Diretor,1988.0
MATHEUS SEGURASSE GONÇALVES,12910.0,1986-06-16,Diretor,1986.0
TIAGO HUGO CAZULA PEREIRA,6904.8,1980-12-26,Auxiliar,1980.0
PEDRO Araujo Kuhn,5145.6,1976-10-17,Estagiário,1976.0
MARCO RIBAS DE MOURA,9750.0,1957-09-25,Coordenador,1957.0
MATHEUS AUGUSTO NERY SILVA,6838.700000000001,1997-11-06,Desenvolvedor,1997.0
RÔMULO BRENO PRADO SILVA,5762.0,1973-05-23,Diretor,1973.0
LETICIA MURATORI DUTRA,4668.3,1989-07-08,Auxiliar,1989.0
LEVI DA CUNHA TEIXEIRA,7336.5,1957-04-06,Gerente,1957.0
SAMUEL ANTÔNIO DE DECCO OLIVEIRA,11523.0,,Gerente,
ARTHUR VITOR FAÇANHA NEVES,5778.150000000001,1972-08-10,Auxiliar,1972.0
RÔMULO BRENO PRADO SILVA,-8127.6,1974-02-21,Coordenador,1974.0
FELIPE SANTOS DA SILVA,8667.0,1986-11-08,Gerente,1986.0
GABRIEL CUNHA DE OLIVEIRA,8586.0,1950-10-26,Diretor,1950.0
SAMUEL HENRIQUE CAÇADOR,2668.7999999999997,1980-10-18,Analista,1980.0
GABRIEL PAULO ALVES ALVIM,16712.0,1994-10-28,Diretor,1994.0
MIGUEL CARDOSO DINIZ,3498.0,1956-10-06,Diretor,1956.0
JOÃO PAULO ALVES ALVIM,17762.0,1999-03-08,Diretor,1999.0
YURI SANTOS DA SILVA,2172.0,1992-03-16,Manager,1992.0
MICAEL RIBAS DE MOURA,13880.0,1993-03-28,Diretor,1993.0
CARLOS HUGO CAZULA PEREIRA,5509.900000000001,1996-01-14,Desenvolvedor,1996.0
MATHEUS DA SILVA BIANQUINI,12084.0,1988-01-03,Diretor,1988.0
LUCAS FELIPE DE SOUZA,2886.0,1956-02-14,Diretor,1956.0
TIAGO HENRIQUE COSTA BARNABE MARAZO,5320.35,1993-04-04,Auxiliar,1993.0
THIAGO LACERDA PORTUGAL DA SILVA,4440.0,1995-08-25,Analist,1995.0
SAMUEL CARLOS DE SOUZA,7545.3,1960-10-12,Auxiliar,1960.0
LETICIA MATHEUS DA SILVA,6946.400000000001,1997-07-13,Estagiário,1997.0
VICTOR AUGUSTO NERY SILVA,6843.599999999999,1971-06-11,Analista,1971.0
ARTHUR CASTILHO CARDOSO,3341.1000000000004,1989-06-13,Assist,1989.0
VICTOR VITOR FAÇANHA NEVES,7889.200000000001,1983-12-01,Desenolvedor,1983.0
GABRIEL GONÇALVES DONADONI,32571.28690792634,1965-11-27,Auxiliar,1965.0
MARCO IVAIR DE ASSIS SETTA,1314.3,1953-08-11,Coordenador,1953.0
BLENDOW SOUZA RONCETE,9623.9,1969-12-13,Coord,1969.0
PEDRO RIBAS DE MOURA,4827.900000000001,1980-10-15,Desenvolvedor,1980.0
BLENDOW WILSTONY DE SOUZA MENDES,9642.1,1984-07-04,Coordenador,1984.0
MARCO LACERDA PORTUGAL DA SILVA,1000.9693119736622,1977-06-10,Diretor,1977.0
LETICIA WERNECK ELIZEU,2097.9,1968-12-08,Auxiliar,1968.0
BLENDOW BRENO PRADO SILVA,4586.400000000001,,Estagiário,
CARLOS VITOR FAÇANHA NEVES,3072.3,1959-05-23,,1959.0
RAFAEL WERNECK ELIZEU,6161.400000000001,1982-04-10,Auxiliar,1982.0
PEDRO BRENO PRADO SILVA,3136.0,1962-09-26,Estagiário,1962.0
SAMUEL RIBAS DE MOURA,10418.0,1966-05-28,Diretor,1966.0
MATEUS RIBAS DE MOURA,9376.5,1999-09-21,Gerente,1999.0
YURI QUEIROZ DE AGUIAR,10032.0,1982-03-18,Gerente,1982.0
PEDRO RIBEIRO AMORIM,3040.7000000000003,1997-11-11,Coordenador,1997.0
JOÃO SILVA RAMOS,2780.4,1981-06-08,Analista,1981.0
GABRIEL CUNHA DE OLIVEIRA,4821.599999999999,1977-02-04,Analista,1977.0
MIGUEL MUZY FERNANDES,1577.6000000000001,1963-09-26,Estagiário,1963.0
MATHEUS MATHEUS DA SILVA,3643.2000000000003,1962-01-26,Desenvolvedor,1962.0
MARCO CASTILHO CARDOSO,11415.0,1981-06-28,Gerente,1981.0
SAMUEL HUGO CAZULA PEREIRA,3126.2863815800024,1994-02-14,Diretor,1994.0
BLENDOW MUZY FERNANDES,2327.0,1963-03-11,Coordenador,1963.0
MARCO FELIPE DE SOUZA,9214.0,1965-04-12,Diretor,1965.0
GABRIEL SANTOS DA SILVA,3458.4,1954-06-26,Analista,1954.0
MATHEUS SANTOS DA SILVA,-9234.0,1955-12-20,Analista,1955.0
SAMUEL ANTÔNIO DE DECCO OLIVEIRA,19102.0,1955-09-09,Diretor,1955.0
VICTOR SILVA RAMOS,11467.199999999999,1983-05-05,Analista,1983.0
JOÃO CARDOSO DINIZ,8720.4,1974-05-22,Coordenador,1974.0
SAMUEL DA SILVA BIANQUINI,4769.7,1958-05-09,Coordenador,1958.0
PAULO PICANÇO SANTOS FERREIRA SILVA,10458.0,1957-09-27,Analista,1957.0
MARCO ANTÔNIO DE DECCO OLIVEIRA,4856.5,1960-03-15,Desenvolvedor,1960.0
LEVI DA CUNHA TEIXEIRA,1897.5000000000002,1969-01-21,Desenvolvedor,1969.0
MATEUS PAULO ALVES ALVIM,13294.0,1988-01-14,Diretor,1988.0
CARLOS HENRIQUE CAÇADOR,-9732.0,1969-11-23,Gerente,1969.0
VICTOR RIBEIRO AMORIM,13080.0,1979-09-17,Diretor,1979.0
BLENDOW SILVA RAMOS,6657.6,1950-09-22,Trainee,1950.0
KALLEBE WILSTONY DE SOUZA MENDES,2433.0,1982-01-08,Gerente,1982.0
Breno QUEIROZ DE AGUIAR,7248.0,1959-03-25,Estagiário,1959.0
GABRIEL WERNECK ELIZEU,10914.0,1982-12-22,Analista,1982.0
JOÃO IVAIR DE ASSIS SETTA,12927.2,1966-08-22,Coordenador,1966.0
MICAEL WERNECK ELIZEU,7153.900000000001,1991-03-19,Coordenador,1991.0
BLENDOW AUGUSTO DE SOUSA FERRARI,9391.2,1968-03-14,Auxiliar,1968.0
THIAGO MURATORI DUTRA,11737.199999999999,1996-08-17,Analista,1996.0
VICTOR ANTÔNIO DE DECCO OLIVEIRA,16912.0,1966-08-03,Diretor,1966.0
THIAGO ANTÔNIO DE SOUZA NETO,5386.5,1977-04-07,Auxiliar,1977.0
VICTOR IVAIR DE ASSIS SETTA,7659.599999999999,1962-06-21,Analista,1962.0
GABRIEL GONÇALVES DOS SANTOS,7696.700000000001,1960-12-16,Desenvolvedor,1960.0
RÔMULO WERNECK ELIZEU,5244.0,1973-13-32,Diretor,
RÔMULO SILVINO DA SILVA,8146.6,1971-01-21,Desenvolvedor,1971.0
MIGUEL IVAIR DE ASSIS SETTA,3393.6000000000004,1959-03-17,Estagiário,1959.0
THIAGO RIBEIRO AMORIM,18636.0,1950-03-18,Diretor,1950.0
BLENDOW WERNECK ELIZEU,4406.85,1972-12-12,Auxiliar,1972.0
JOÃO ANTÔNIO DE DECCO OLIVEIRA,7564.700000000001,1972-05-13,Desenvolvedor,1972.0
MATEUS MATOS LIMA DA CUNHA,8169.0,2000-02-18,Auxiliar,2000.0
VICTOR DA SILVA BIANQUINI,11280.0,1953-06-26,Analista,1953.0
LEVI VITOR FAÇANHA NEVES,11844.300000000001,1982-12-24,Coordenador,1982.0
JOÃO HUGO CAZULA PEREIRA,3568.5,1968-01-27,Coordenador,1968.0
MATHEUS PICANÇO SANTOS FERREIRA SILVA,4908.0,1975-12-07,Analista,1975.0
JOÃO SILVINO DA SILVA,11294.0,1997-03-14,Diretor,1997.0
MATEUS MATHEUS DA SILVA,5752.8,1966-06-24,Analista,1966.0
MIGUEL CASTILHO CARDOSO,3255.2000000000003,1973-03-15,Estagiário,1973.0
GABRIEL AUGUSTO DE SOUSA FERRARI,3001.5,1951-11-20,Gerente,1951.0
VICTOR FELIPE DE SOUZA,11414.0,1985-05-05,Diretor,1985.0
PEDRO MATOS LIMA DA CUNHA,630.8831607778436,1958-03-12,Analista,1958.0
YURI PICANÇO SANTOS FERREIRA SILVA,9262.8,2025-00-00,Analista,
VICTOR SILVINO DA SILVA,2182.7999999999997,1984-01-24,Analista,1984.0
JOÃO SEGURASSE GONÇALVES,1943.5,1991-02-23,Coordenador,1991.0
MICAEL SILVA RAMOS,10530.0,1955-11-27,Gerente,1955.0
ARTHUR AUGUSTO NERY SILVA,2069.1000000000004,1973-03-24,Desenvolvedor,1973.0
GABRIEL LACERDA PORTUGAL DA SILVA,1267.2,1956-03-02,Estagiário,1956.0
PAULO WILSTONY DE SOUZA MENDES,12948.0,1995-08-14,Gerente,1995.0
CARLOS WERNECK ELIZEU,3009.5,1992-09-02,Coordenador,1992.0
CARLOS VIEIRA DEMARQUE,11826.0,1980-03-20,Analista,1980.0
LEVI SILVA RAMOS,6874.0,1973-13-32,Diretor,
FELIPE WILSTONY DE SOUZA MENDES,13274.0,1966-06-17,Diretor,1966.0
BLENDOW HENRIQUE CAÇADOR,1696.2,1997-07-12,Desenvolvedor,1997.0
JOÃO SANTOS DA SILVA,14857.5,1971-07-17,Gerente,1971.0
VICTOR SANTOS DA SILVA,5784.0,1976-12-04,Diretor,1976.0
JOÃO MATOS LIMA DA CUNHA,3263.4,1954-07-18,Auxiliar,1954.0
VICTOR QUEIROZ DE AGUIAR,9578.0,1986-09-01,Diretor,1986.0
VICTOR VIEIRA DEMARQUE,6430.8,1953-06-13,Analista,1953.0
KALLEBE ANTÔNIO DE DECCO OLIVEIRA,5677.1,1964-12-10,Desenvolvedor,1964.0
BLENDOW CARLOS DE SOUZA,4734.0,2025-00-00,Analista,
HENRIQUE Araujo Kuhn,4881.45,1992-01-18,Auxilir,1992.0
JOÃO SANTOS DA SILVA,10953.6,1979-06-10,Analista,1979.0
YURI AUGUSTO NERY SILVA,7749.6,1990-04-13,Estagiário,1990.0
HENRICO QUEIROZ DE AGUIAR,2317.5,1956-01-04,Gerente,1956.0
FELIPE MUZY FERNANDES,10354.5,1972-04-05,Manager,1972.0
LUCAS DA SILVA BIANQUINI,17080.0,1989-08-14,Diretor,1989.0
GABRIEL HENRIQUE CAÇADOR,3854.0,1993-07-28,Diretor,1993.0
VICTOR SEGURASSE GONÇALVES,1995.0,1960-05-03,Gerente,1960.0
PEDRO CASTILHO CARDOSO,14511.0,1954-09-25,Gerente,1954.0
THIAGO DA CUNHA TEIXEIRA,4968.6,1958-07-02,Auxiliar,1958.0
MIGUEL VITOR FAÇANHA NEVES,18140.0,1984-11-13,Diretor,1984.0
THIAGO ANTÔNIO DE SOUZA NETO,10113.6,1993-10-03,Auxiliar,1993.0
GUILHERME MALAQUIAS DE SOUZA OLIVEIRA,2957.85,1957-01-22,Auxiliar,1957.0
VICTOR IVAIR DE ASSIS SETTA,9471.0,,Gerente,
Breno RIBEIRO AMORIM,5583.900000000001,1991-07-21,Auxiliar,1991.0
HENRIQUE AUGUSTO DE SOUSA FERRARI,-5513.200000000001,1951-02-17,Desenvolvedor,1951.0
LUCAS HENRIQUE COSTA BARNABE MARAZO,1825.2,1977-12-22,Coordenador,1977.0
THIAGO AUGUSTO NERY SILVA,8475.5,1980-06-21,Desenvolvedor,1980.0
TIAGO CARDOSO DINIZ,4333.35,1976-02-10,Auxiliar,1976.0
MARCO CARLOS DE SOUZA,14725.5,1992-05-10,Gerente,1992.0
THIAGO SILVINO DA SILVA,-2494.0,1995-07-15,Diretor,1995.0
SAMUEL AUGUSTO DE SOUSA FERRARI,13470.0,1972-01-09,Gerente,1972.0
MATEUS JOSÉ SILVA MATIAS,9664.2,1952-06-14,Auxiliar,1952.0
MATHEUS HUGO CAZULA PEREIRA,5539.2,1959-09-12,Analista,1959.0
THIAGO RIBEIRO AMORIM,5806.900000000001,1952-06-20,Desenvolvedor,1952.0
PEDRO WILSTONY DE SOUZA MENDES,4557.0,2000-02-10,Auxiliar,2000.0
MICAEL WERNECK ELIZEU,13054.5,1973-09-28,Gerente,1973.0
LETICIA FELIPE DE SOUZA,7611.200000000001,1980-02-08,Estagiário,1980.0
BLENDOW ANTÔNIO DE DECCO OLIVEIRA,1167.6000000000001,1974-02-17,Auxiliar,1974.0
MARCO MURATORI DUTRA,18618.0,1954-04-12,Diretor,1954.0
ARTHUR CARLOS DE SOUZA,-12853.5,1968-03-02,Gerente,1968.0
CARLOS STANZANI DE JESUS,4872.400000000001,1996-03-04,Coordenador,1996.0
SAMUEL ASSIS NOGUEIRA SILVA,7182.5,1957-09-16,Coordenador,1957.0
GABRIEL AUGUSTO DE SOUSA FERRARI,3071.2000000000003,2000-06-18,Desenvolvedor,2000.0
MATEUS WERNECK ELIZEU,6917.900000000001,1984-12-07,Desenvolvedor,1984.0
VICTOR VITOR FAÇANHA NEVES,3782.3999999999996,1970-06-01,Analista,1970.0
HENRICO SILVA RAMOS,4505.6,1979-06-08,Estagiário,1979.0
VICTOR DA SILVA BIANQUINI,3964.4000000000005,1974-04-19,Desenvolvedor,1974.0
THIAGO GONÇALVES DOS SANTOS,2443.2,1960-02-01,Analista,1960.0
VICTOR SEGURASSE GONÇALVES,1235.8500000000001,1977-09-26,Auxiliar,1977.0
LUCAS IVAIR DE ASSIS SETTA,9626.5,1981-08-07,,1981.0
PEDRO AUGUSTO NERY SILVA,4055.7000000000003,1997-05-14,Desenvolvedor,1997.0
VICTOR MURATORI DUTRA,10162.5,1971-08-14,Gerente,1971.0
BLENDOW MATOS LIMA DA CUNHA,8332.0,1982-01-16,Diretor,1982.0
GABRIEL DA CUNHA TEIXEIRA,5168.900000000001,1971-12-14,Desenvolvedor,1971.0
THIAGO ANTÔNIO DE SOUZA NETO,1354.5,1952-10-01,Auxiliar,1952.0
MATEUS CASTILHO CARDOSO,5710.1,1993-02-26,,1993.0
JOÃO VICTOR ALVES,6840.75,1950-11-18,Auxiliar,1950.0
LETICIA LACERDA PORTUGAL DA SILVA,5233.8,1984-10-24,Coordenador,1984.0
TIAGO CARDOSO DINIZ,13638.0,1984-11-09,Gerente,1984.0
SAMUEL RIBEIRO AMORIM,6426.200000000001,2000-09-11,Desenvolvedor,2000.0
GABRIEL LACERDA PORTUGAL DA SILVA,4711.3,1975-06-13,Dev,1975.0
LUCAS MALAQUIAS DE SOUZA OLIVEIRA,-2080.0,1963-03-19,Estagiário,1963.0
VICTOR PAULO ALVES ALVIM,10126.2,,Auxiliar,
LUCAS AUGUSTO NERY SILVA,6953.1,1993-01-19,Desenvolvedor,1993.0
LETICIA VICTOR ALVES,8067.150000000001,1969-08-22,Auxiliar,1969.0
GUILHERME CASTILHO CARDOSO,7582.799999999999,1965-09-26,Analista,1965.0
GABRIEL PAULO ALVES ALVIM,10801.199999999999,1960-06-19,Analista,1960.0
MICAEL RIBEIRO AMORIM,2772.0,1998-10-27,Desenvolvedor,1998.0
THIAGO STANZANI DE JESUS,10388.0,1965-04-04,Diretor,1965.0
VICTOR HENRIQUE COSTA BARNABE MARAZO,4305.0,1990-12-15,Gerente,1990.0
JOÃO HUGO CAZULA PEREIRA,5802.0,1997-07-08,Gerente,1997.0
GABRIEL PAULO ALVES ALVIM,4371.599999999999,1953-09-17,Analista,1953.0
BLENDOW LACERDA PORTUGAL DA SILVA,11761.5,1976-02-22,Gerente,1976.0
HENRICO HENRIQUE CAÇADOR,2740.1000000000004,1952-05-25,Desenvolvedor,1952.0
SAMUEL BRENO PRADO SILVA,3090.4,1983-07-25,Estagiário,1983.0
CARLOS AUGUSTO DE SOUSA FERRARI,9579.0,1997-07-24,Gerente,1997.0
LUCAS SILVINO DA SILVA,19622.0,1978-01-14,Diretor,1978.0
YURI MATHEUS DA SILVA,7438.799999999999,1972-02-04,Analista,1972.0
VICTOR DA CUNHA TEIXEIRA,6812.4,1993-11-02,Analista,1993.0
GUILHERME GONÇALVES DONADONI,11084.4,1987-08-07,Analista,1987.0
VICTOR DA SILVA BIANQUINI,3183.0012106639033,1984-06-23,Gerente,1984.0
Breno DA SILVA BIANQUINI,5190.0,1998-01-28,Analista,1998.0
RAFAEL GONÇALVES DONADONI,7524.000000000001,1953-06-04,Desenvolvedor,1953.0
RÔMULO ANTÔNIO DE DECCO OLIVEIRA,717.5903584481271,1986-10-11,Desenvolvedor,1986.0
ARTHUR VITOR FAÇANHA NEVES,8562.400000000001,1959-06-28,Desenvolvedor,1959.0
THIAGO HENRIQUE CAÇADOR,7838.400000000001,1961-05-17,Estagiário,1961.0
MATHEUS AUGUSTO NERY SILVA,4744.95,1972-02-15,Auxiliar,1972.0
LEVI SANTOS DA SILVA,4004.8,1963-07-20,Estagiário,1963.0
SAMUEL PAULO ALVES ALVIM,8633.300000000001,,Coordenador,
FELIPE RIBAS DE MOURA,12734.0,1993-06-07,Diretor,1993.0
JOÃO BRENO PRADO SILVA,4853.1,1979-04-02,Auxiliar,1979.0
ARTHUR CUNHA DE OLIVEIRA,7163.200000000001,1985-10-01,Desenvolvedor,1985.0
LUCAS CUNHA DE OLIVEIRA,7676.8,1953-07-10,Estagiario,1953.0
VICTOR STANZANI DE JESUS,6630.75,1988-12-08,Assist,1988.0
RAFAEL PICANÇO SANTOS FERREIRA SILVA,8094.450000000001,1950-07-17,Auxiliar,1950.0
MARCO RISSON EUZEBIO,5408.0,1995-08-26,Coordenador,1995.0
MATHEUS MUZY FERNANDES,8241.6,1975-10-01,Analista,1975.0
JOÃO MATOS LIMA DA CUNHA,3997.5,1996-08-11,Gerente,1996.0
JOÃO HUGO CAZULA PEREIRA,6064.8,1998-03-16,Auxiliar,1998.0
PEDRO RIBEIRO AMORIM,6341.6,1973-08-28,Estagiário,1973.0
Breno AUGUSTO NERY SILVA,13888.5,1970-09-21,Gerente,1970.0
PEDRO ANTÔNIO DE SOUZA NETO,1847.1472929806348,1960-05-01,Diretor,1960.0
LUCAS SANTOS DA SILVA,1657.5,1966-08-24,Gerente,1966.0
SAMUEL MALAQUIAS DE SOUZA OLIVEIRA,12342.0,1992-12-13,Gerente,1992.0
YURI CASTILHO CARDOSO,6828.0,1955-05-18,Gerente,1955.0
GUILHERME MATHEUS DA SILVA,10923.0,1971-02-22,Gerente,1971.0
ARTHUR ANTÔNIO DE SOUZA NETO,3168.0,1975-06-09,Gerente,1975.0
SAMUEL FELIPE DE SOUZA,83218.67423442278,1988-05-09,Auxiliar,1988.0
SAMUEL DA SILVA BIANQUINI,6204.000000000001,1984-11-17,Desenvolvedor,1984.0
GABRIEL LACERDA PORTUGAL DA SILVA,7743.0,2000-03-01,Gerente,2000.0
TIAGO SILVA RAMOS,7984.0,1955-10-15,Estagiário,1955.0
MATEUS GONÇALVES DOS SANTOS,6122.4,1975-01-27,Analista,1975.0
LETICIA STANZANI DE JESUS,7206.0,1967-10-26,Analista,1967.0
VICTOR Araujo Kuhn,6409.6,1971-02-17,Estagiário,1971.0
LUCAS ASSIS NOGUEIRA SILVA,9823.199999999999,1998-11-17,Analista,1998.0
SAMUEL SOUZA RONCETE,14358.0,1999-06-05,Diretor,1999.0
TIAGO RIBEIRO AMORIM,10636.6,1974-06-16,Coordenador,1974.0
LUCAS SEGURASSE GONÇALVES,5058.3,1951-07-07,Coordenador,1951.0
MATHEUS SEGURASSE GONÇALVES,10087.35,1971-01-04,Auxiliar,1971.0
Breno ANTÔNIO DE SOUZA NETO,8022.0,1983-11-26,Diretor,1983.0
MIGUEL PAULO ALVES ALVIM,4443.2,1981-08-10,Estagiário,1981.0
MARCO RISSON EUZEBIO,11523.2,1978-12-18,Coordenador,1978.0
JOÃO JOSÉ SILVA MATIAS,-4076.0,1963-10-22,Diretor,1963.0
Breno JOSÉ SILVA MATIAS,3074.5,1961-11-04,Coordenador,1961.0
JOÃO WERNECK ELIZEU,10476.400000000001,1970-08-17,Desenvolvedor,1970.0
HIAN CARLOS DE SOUZA,14686.0,1999-01-02,Diretor,1999.0
GABRIEL IVAIR DE ASSIS SETTA,3846.4,1954-04-19,Estagiário,1954.0
YURI HUGO CAZULA PEREIRA,2890.7999999999997,1990-11-07,Analista,1990.0
RÔMULO MATHEUS DA SILVA,10573.5,1972-10-03,Gerente,1972.0
BLENDOW VITOR FAÇANHA NEVES,6383.0,1957-05-17,Coordenator,1957.0
SAMUEL JOSÉ SILVA MATIAS,4633.2,1982-02-28,Analista,1982.0
JOÃO MATOS LIMA DA CUNHA,4011.7000000000003,1985-02-20,Desenvolvedor,1985.0
MICAEL VIEIRA DEMARQUE,7312.5,1961-02-18,Coordenador,1961.0
JOÃO PAULO ALVES ALVIM,3964.4000000000005,1955-08-21,Desenvolvedor,1955.0
SAMUEL CASTILHO CARDOSO,7052.0,1969-09-22,Diretor,1969.0
RAFAEL LACERDA PORTUGAL DA SILVA,7208.5,1970-12-11,Coordenador,1970.0
LETICIA QUEIROZ DE AGUIAR,2440.2000000000003,1981-10-20,Auxiliar,1981.0
SAMUEL Araujo Kuhn,3597.0000000000005,1968-05-14,Desenvolvedor,1968.0
ARTHUR SANTOS DA SILVA,6832.1,1972-07-04,Desenvolvedor,1972.0
MATEUS VITOR FAÇANHA NEVES,3608.8500000000004,1973-10-09,Auxiliar,1973.0
ARTHUR MALAQUIAS DE SOUZA OLIVEIRA,9903.300000000001,1994-08-14,Desenvolvedor,1994.0
LETICIA AUGUSTO DE SOUSA FERRARI,10416.0,1998-06-12,Analista,1998.0
